name,address,coordinates
Heavenly Wang ,Rivervale Plaza Rivervale Drive #1-38 Singapore 540118,"1.38493202032928,103.901558027564"
Heavenly Wang ,Safra Punggol Sentul Crescent #3-4 Singapore 828654,"1.41011328238339,103.906031928713"
Heavenly Wang ,Takashimaya Shopping Centre Orchard Road #B2-30 Singapore 238874,"1.30242416552881,103.834676129269"
Shimbashi Soba ,Paragon Orchard Road #B1-41 Singapore 238859,"1.30372321372467,103.835240310126"
Shimbashi Soba ,Great World City Kim Seng Promenade #B1-1 Singapore 237994,"1.29380234644512,103.83175791999"
Jason Niang Dou Fu , Beach Road #-321 Singapore 199557,"1.30130159184896,103.86097731199"
Kaki makan Pte. Ltd. ,Block 3 Singapore General Hospital 2 Outram Road #1- Singapore 169608,"1.27993968247,103.830721777631"
Sodexo ,"Civil Defence Academy (CDA) National Service Training Institute (NSTI), Police Coast Guard 101 Jalan Bahar #- Singapore 649734","1.36733776078664,103.69210414283"
KOI ,Compass One Sengkang Square #1-19 Singapore 545078,"1.39209415018227,103.894980032554"
KOI ,Lucky Plaza Orchard Road #1-15 Singapore 238863,"1.30448579103268,103.833941937816"
KOI ,Jurong East Gateway Drive Westgate #B1-27 Singapore 608532,"1.33402528745454,103.742586017746"
KOI ,Yishun 10 Multiplex Yishun Central 1 #1-2 Singapore 768794,"1.42991806297253,103.836420192503"
KOI ,Buona Vista MRT North Buona Vista Road #1-2 Singapore 139345,"1.30768350134727,103.788696218746"
KOI ,Millenia Walk Raffles Boulevard #1-85 Singapore 39596,"1.29296503959681,103.85934397868"
KOI ,Vivo City Harbourfront Walk #B2-6B Singapore 98585,"1.2638958023183,103.821589254908"
KOI ,313@Somerset Orchard Road #B3-51 Singapore 238895,"1.30138509490104,103.837684358423"
KOI ,Plaza Singapura Orchard Road #1-68 Singapore 238839,"1.3007475429726,103.845047622213"
KOI ,Changi Airport T3 Airport Boulevard #B2-12 Singapore 819663,"1.35437073617361,103.985169653268"
KOI ,NEX Serangoon Central #B1-7 Singapore 556083,"1.35043817177432,103.87170454945"
KOI ,City Square Mall Kitchener Road #B1-K6 Singapore 208539,"1.31130516479713,103.856421771906"
KOI ,Changi City Point Changi Business Park Central 1 #B1-18 Singapore 486038,"1.33432515600982,103.962389303195"
KOI ,Paya Lebar MRT Paya Lebar Road #1-4 Singapore 409006,"1.31811208229443,103.893060357049"
KOI ,Boon Lay MRT Boon Lay Way #1-34 Singapore 649846,"1.33849327946626,103.70584540476"
KOI , Hougang Central #1-214 Singapore 530810,"1.37158840132005,103.893350596855"
KOI ,Ang Mo Kio MRT Ang Mo Kio Avenue 8 #1-5 Singapore 569811,"1.36942854882378,103.849455228281"
KOI ,Bishan MRT Bishan Road #1-5 Singapore 579827,"1.35070566850027,103.848078932848"
KOI ,Bukit Batok MRT Bukit Batok Central #1-7 Singapore 659958,"1.34871080233675,103.749334517405"
KOI ,Seletar Mall Sengkang West Avenue #B1-K6 Singapore 797653,"1.39139305815613,103.876067657689"
KOI ,City Link Mall Raffles Link #B1-66 Singapore 39393,"1.29277772311711,103.854173501478"
KOI ,Ion Orchard Orchard Turn #B4-35 Singapore 238801,"1.30403577030597,103.831395131817"
KOI ,Yew Tee MRT Choa Chu Kang Drive #1-3 Singapore 689715,"1.39712886014404,103.747329719197"
KOI ,Tampines MRT Tampines Central 1 #1-8 Singapore 529538,"1.35364657681112,103.944838294195"
KOI ,White Sands Pasir Ris Central Street 3 #1-32 Singapore 518457,"1.3724498161424,103.949715702336"
KOI ,Waterway Point Punggol Central #B1-K2 Singapore 828761,"1.40653610720599,103.901988174009"
KOI ,Chinatown Point New Bridge Road #1-39 Singapore 59413,"1.28499882771297,103.844697085395"
KOI ,East Point Mall Simei Street 6 #1-8 Singapore 528833,"1.34270618643901,103.953024503826"
KOI ,Woodlands MRT Woodlands Avenue 2 #1-16 Singapore 738343,"1.43681962418173,103.786066806528"
KOI ,The Arcade Collyer Quay #1-12 Singapore 49317,"1.28361982119511,103.852058874096"
KOI ,Jurong Point Jurong West Central 2 #2-41C Singapore 648886,"1.33983015257941,103.70646088413"
KOI ,Hillion Mall Petir Road #B2-53 Singapore 678278,"1.37834971260865,103.76274117629"
KOI ,Choa Chu Kang MRT Choa Chu Kang Avenue 4 #1-4 Singapore 689810,"1.38567271102513,103.744139121773"
KOI ,Novena Square Thomson Road #1-61 Singapore 307683,"1.32021099973819,103.843656770909"
Thyme @ Rochester , Rochester Park #- Singapore 139248,"1.30457961589289,103.785762333703"
PSA ,Keppel Distripark Kampong Bahru Road #1-108 Singapore 99453,"1.27045232850856,103.82739659606"
AMGD , Guillemard Road #- Singapore 399717,"1.31010564528429,103.881326628868"
Sodexo , Pulau Bukom #- Singapore 118382,"1.22874869316228,103.76764756342"
Sodexo ,Hewlett Packard Enterprise Depot Close #2-1 Singapore 109841,"1.2824313456821,103.805032356604"
Al,Masjid Al-Mawaddah Compassvale Bow #- Singapore 544997,"1.38344043833675,103.890236009264"
Sin Hong Yun Pte. Ltd. ,DSTA Depot Road #- Singapore 109679,"1.27946304474776,103.816177233083"
Gong Cha ,Northpoint City Yishun Avenue 2 #1-6 Singapore 769098,"1.42969847969485,103.835776496688"
Gong Cha ,Singapore Post Centre Eunos Road 8 #1-141A Singapore 408600,"1.31885610260134,103.894067163693"
Gong Cha ,Takashimaya Orchard Road #B208-7 Singapore 238873,"1.30242416552881,103.834676129269"
Gong Cha ,NUS UTown Create Way #1-4 Singapore 138602,"1.30399550833056,103.773492158612"
Gong Cha ,Westgate Gateway Drive #2-27 Singapore 608532,"1.33402528745454,103.742586017746"
Gong Cha ,Eunos MRT Station Eunos Crescent #1-10 Singapore 409423,"1.31972715478908,103.90310026327"
Gong Cha ,Plaza Singapura Orchard Road #1-K7 Singapore 238839,"1.3007475429726,103.845047622213"
Gong Cha ,Shopping Podium Tower Raffles Place #B1-39 Singapore 48616,"1.28433993485695,103.850982351781"
Gong Cha ,Woodlands MRT Station Woodlands Avenue #B1-40 Singapore 738343,"1.43681962418173,103.786066806528"
Green Signature ,Northpoint City Northpoint Drive #2-128 Singapore 768019,"1.42803584532257,103.836092102185"
Sufood ,Raffles City North Bridge Road #2-19 Singapore 179103,"1.29376027875417,103.852768332387"
Sushi Tei ,China Square Central Cross Street #1-28 Singapore 48422,"1.2837701547908,103.847418087862"
Sushi Tei ,Raffles @ Holland Village Holland Avenue #3-4 Singapore 278997,"1.31052977390618,103.796105209536"
Sushi Tei ,JEM Jurong Gateway Road #3-18 Singapore 608549,"1.33320021038331,103.743170436293"
Sushi Tei ,Cendex Centre Lower Delta Road #2-10 Singapore 169208,"1.27995397447364,103.822788898525"
Sushi Tei ,Paragon Orchard Road #5-4 Singapore 238859,"1.30372321372467,103.835240310126"
Sushi Tei ,Raffles City Shopping Centre North Bridge Road #3-13 Singapore 179103,"1.29376027875417,103.852768332387"
Sushi Tei ,NEX Serangoon Central #3-15 Singapore 556083,"1.35043817177432,103.87170454945"
Sushi Tei , Serangoon Garden Way #- Singapore 555960,"1.36420795415951,103.86548759806"
Sushi Tei ,Tampines One Tampines Central 1 #4-12 Singapore 529536,"1.35431555986081,103.945019461564"
Sushi Tei ,Tiong Bahru Plaza Tiong Bahru Road #3-110 Singapore 168732,"1.28646345318687,103.826935084287"
Sushi Tei ,Thomson Plaza Upper Thomson Road #3-46 Singapore 574408,"1.35466901882051,103.83091978573"
Sushi Tei ,Vivo City Harbourfront Walk #2-152 Singapore 98585,"1.2638958023183,103.821589254908"
Sushi Tei ,West Coast Plaza Shopping Mall West Coast Road #1-69 Singapore 127371,"1.30358268148237,103.765284520206"
Oh's Farm Catering (F&B) Pte. Ltd.,Brani Terminal Building Keppel Road #- Singapore 117606,"1.27575821201121,103.769096814428"
KOI ,HDB Hub Toa Payoh Lorong 6 Toa Payoh #1-23 Singapore 310490,"1.33257175025821,103.84805260799"
KOI , Marine Parade Central #1-590 Singapore 440083,"1.30255976438074,103.906074591802"
KOI , Ang Mo Kio Avenue 8 #1-2543 Singapore 560703,"1.3697752666282,103.84732138939"
KOI , Bishan Street 13 #1-502 Singapore 570513,"1.34946633673793,103.849467349576"
KOI ,Bugis+ Victoria Street #1-1 Singapore 188067,"1.29966015870599,103.853518086357"
KOI , Clementi Avenue 3 #1-67 Singapore 120443,"1.31421051152431,103.764010404254"
KOI ,Tampines Tampines Central 1 #1-250 Singapore 520510,"1.35480107846676,103.944458093925"
KOI ,Bedok Mall New Uppoer Changi Road #1-97 Singapore 467360,"1.3247720681702,103.929267656464"
Polar Puffs & Cakes ,North Point Shopping Centre Yishun Avenue 2 #B1-11 Singapore 769098,"1.42969847969485,103.835776496688"
Polar Puffs & Cakes ,Novena Square 2 Sinaran Drive #B1-127 Singapore 307506,"1.32042966145248,103.843892131406"
Polar Puffs & Cakes ,Sembawang Shopping Centre Sembawang Road #B1-K6 Singapore 758459,"1.44176714768659,103.82449507433"
Polar Puffs & Cakes ,Bedok Mall New Upper Changi Road #B2-K5 Singapore 467360,"1.3247720681702,103.929267656464"
Polar Puffs & Cakes ,Bugis Junction Victoria Street #B1-K8 Singapore 188021,"1.29911316126836,103.855411151136"
Polar Puffs & Cakes ,Tampines Mall Tampines Central 5 #B1-K14 Singapore 529510,"1.35267231590699,103.944387987324"
Polar Puffs & Cakes ,White Sands Pasir Ris Central Street 3 #B1-K1 Singapore 518457,"1.3724498161424,103.949715702336"
Polar Puffs & Cakes ,The Clementi Mall Commonwealth Avenue West #B1-K15 Singapore 129588,"1.31485321802259,103.764248205662"
Polar Puffs & Cakes ,Jurong Point Jurong West Central 2 #B1-11 Singapore 648886,"1.33983015257941,103.70646088413"
Polar Puffs & Cakes ,Lot 1 Shoppers' Mall Choa Chu Kang Avenue 4 #B1-K20 Singapore 689812,"1.38506835667563,103.744950384161"
Polar Puffs & Cakes ,West Mall Bukit Batok Central Link #1-K7 Singapore 658713,"1.35018915982967,103.749021980031"
Mr Bean ,Tampines Mall Tampines Mall 5 #B1-K11 Singapore 529510,"1.35267231590699,103.944387987324"
Mr Bean ,Tampines MRT Tampines Central 1 #1-23 Singapore 529538,"1.35364657681112,103.944838294195"
Mr Bean ,Toa Payoh Hub Toa Payoh Lor 6 #1-35 Singapore 310500,"1.33296549107728,103.847050355594"
Mr Bean ,Tanjong Pagar MRT Station Maxwell Road #B1-18 Singapore 69119,"1.27651601164547,103.845421811383"
Mr Bean ,Mapletree 18 Tai Seng Street #B1-12 Singapore 539775,"1.33635648897451,103.88871577908"
Mr Bean ,Tan Tock Seng Hospital (TTSH) Jalan Tan Tock Seng #1-11 Singapore 308433,"1.32171597672812,103.845389014275"
Mr Bean ,Vivo City Harbourfront Walk #B2-K9 Singapore 98585,"1.2638958023183,103.821589254908"
Mr Bean ,West Mall Bukit Batok Central Link #1-7A Singapore 658713,"1.35018915982967,103.749021980031"
Mr Bean ,Waterway Point Punggol Central #1-K1 Singapore 828761,"1.40653610720599,103.901988174009"
Mr Bean ,Yew Tee Point Choa Chu Kang North 6 #1-52 Singapore 689578,"1.39730190406932,103.746558072887"
Mr Bean ,"Singapore Management University (SMU), School of Economics & Social Science Stamford Road #1-72 Singapore 178903","1.29792523861554,103.848850756178"
Mr Bean ,V Hotel Lavender Jellicoe Road #1-16 Singapore 208767,"1.30780927471219,103.862525582449"
Mr Bean ,Junction 8 Bishan Place #B1-K6 Singapore 579837,"1.35023942729659,103.848477635059"
Mr Bean ,Republic Plaza Raffles Place #1-8A Singapore 48619,"1.28348363254317,103.850574044319"
Mr Bean ,Chinese Garden MRT Boon Lay Way #1-2 Singapore 609959,"1.34235281816133,103.732596741668"
Mr Bean ,Sengkang General Hospital Sengkang East Way #1-5 Singapore 544886,"1.39429941158945,103.893001336131"
Mr Bean ,National Centre of Infectious Disease Jalan Tan Tock Seng #B1-5 Singapore 308442,"1.3213972195699,103.847798226388"
Mr Bean ,Northpoint City Northpoint Drive #B2-130 Singapore 768019,"1.42803584532257,103.836092102185"
Mr Bean ,Poiz Centre Upper Serangoon Road #1-8 Singapore 347697,"1.33130350787971,103.868076454645"
Mr Bean ,National University Hospital Lower Kent Ridge Road #1-1 Singapore 119085,"1.29585936984452,103.783239620283"
Mr Bean ,Fusionopolis Fusionopolis Place #1-6 Singapore 138632,"1.29929405573076,103.787404060926"
Mr Bean ,KK Women's and Children's Hospital (KKH) Bukit Timah Road #100-1 Singapore 229899,"1.31044852709848,103.84665008136"
Mr Bean ,Buangkok Link Buangkok Link #1-4 Singapore 530911,"1.37893741784615,103.883855743696"
Mr Bean ,Yishun Polyclinic Yishun Avenue 9 #1-1 Singapore 768898,"1.43035851075506,103.839190700337"
Mr Bean ,Tiong Bahru Plaza Tiong Bahru Road #B1-K4 Singapore 168732,"1.28646345318687,103.826935084287"
Mr Bean ,White Sands Pasir Ris Central Street 3 #1-41 Singapore 518457,"1.3724498161424,103.949715702336"
Mr Bean ,Suntec City Mall East Wing 3 Temasek Boulevard #B1-106 Singapore 38983,"1.29487904117327,103.857675497949"
Mr Bean ,Paya Lebar Quarter Paya Lebar Road #B2-16 Singapore 409057,"1.31752384126856,103.892724434212"
Mr Bean ,"Nanyang Technological University, North Spine Plaza Nanyang Avenue #1-16 Singapore 639798","1.34676465089635,103.678818138199"
Eurest ,Resorts World Sentosa 26 Sentosa Gateway #B2-101 Singapore 98138,"1.25657348610591,103.819458960478"
Eurest ,Resorts World Sentosa 26 Sentosa Gateway #B1-133 Singapore 98138,"1.25657348610591,103.819458960478"
Eurest ,Global Foundries Woodlands Industrial Park D Street 2 #- Singapore 738406,"1.43848220304305,103.767304779712"
Eurest ,Global Foundries Woodlands Industrial Park D Street 2 #- Singapore 738406,"1.43848220304305,103.767304779712"
Eurest ,Global Foundries 1 Tampines Industrial Avenue 5 #- Singapore 528830,"1.37084979960083,103.928800936443"
Eurest , Tuas Bay Link #- Singapore 637394,"1.29728016167188,103.64139046161"
Eurest ,Citibank Changi Business Park Instant Banking Centre Changi Business Park Crescent #- Singapore 486026,"1.33413241684247,103.965832521322"
Gong Cha ,Century Square Tampines Central #1-55 Singapore 529510,"1.35267231590699,103.944387987324"
Gong Cha ,Lee Kong Chian School of Business Stamford Road #1-1 Singapore 178899,"1.29509044446552,103.850566204434"
Gong Cha , Lorong 6 Toa Payoh #1-546 Singapore 310190,"1.33297562099035,103.847965425219"
Gong Cha ,Tan Tock Seng Hospital (TTSH) Jalan Tan Tock Seng #B1-3 Singapore 308442,"1.3213972195699,103.847798226388"
Gong Cha ,Bugis Junction Victoria Street #3-8 Singapore 188021,"1.29911316126836,103.855411151136"
Gong Cha ,Compass One Sengkang Square #2-40 Singapore 545078,"1.39209415018227,103.894980032554"
Gong Cha ,Pasir Ris MRT Pasir Ris Central #1-14 Singapore 519634,"1.37300804229216,103.949265092134"
Gong Cha ,Simei MRT Simei Street 3 #1-4 Singapore 529888,"1.34320341405214,103.953371333879"
Singtel ,Comcentre Exeter Road #B1- Singapore 239732,"1.29897549945424,103.83840640501"
Singtel ,Singtel Building Serangoon North Avenue 5 #1- Singapore 554915,"1.37253258657881,103.867232966049"
Singtel ,NCS Hub Ang Mo Kio Street 62 BLK B #6- Singapore 569141,"1.38791201564799,103.844033516203"
Sunnychoice ,The Rail Mall Upper Bukit Timah Road #- Singapore 678060,"1.35926926645413,103.767641116681"
Sunnychoice , Bukit Batok Central #1-156 Singapore 650630,"1.35008771039294,103.749914950273"
Sunnychoice , Bukit Merah Lane 1 #1-158 Singapore 150125,"1.2859336675266,103.802999747036"
Each,Kallang Leisure Park Stadium Walk #1-30 Singapore 397693,"1.30222177114751,103.876152670397"
Each,POMO Seligie Road #1-8 Singapore 188306,"1.30004685600782,103.849246376917"
Each,Ion Orchard Orchard Turn #B4-69 Singapore 238801,"1.30403577030597,103.831395131817"
Each,Plaza Singapura Orchard Road #B2-48 Singapore 238839,"1.3007475429726,103.845047622213"
Each,Wilkie Edge Wilkie Road #1-6 Singapore 228095,"1.30212202415876,103.849511319838"
Each,Marina Square Shopping Mall Raffles Boulevard #2-233 Singapore 39594,"1.29145525906521,103.857007341008"
Each,E! Hub @ Downtown East Pasir Ris Close #2-109 Singapore 519599,"1.37714073427961,103.953599086806"
Each,Tampines One Tampines Central 1 #B1-K8 Singapore 529536,"1.35431555986081,103.945019461564"
Each, Pasir Ris Drive 6 #1-14 Singapore 510443,"1.36949284240389,103.957348089003"
Each,Causeway Point Woodlands Square #B1-K13 Singapore 738099,"1.43600784517148,103.785688739235"
LiHo ,Junction 9 Yishun Avenue 9 #1-37 Singapore 768897,"1.43303197270061,103.84160082548"
LiHo ,Waterway Point Punggol Central #B2-K10 Singapore 828761,"1.40653610720599,103.901988174009"
LiHo ,Hougang 1 Hougang Street 91 #1-37 Singapore 538692,"1.37566727990659,103.879450257387"
LiHo ,Hougang Mall Hougang Avenue 10 #2-24 Singapore 538766,"1.37231185642959,103.89366161203"
LiHo ,Serangoon NEX Serangoon Central #4-K22 Singapore 556083,"1.35043817177432,103.87170454945"
LiHo ,Compass One Sengkang Square #B1-43 Singapore 545078,"1.39209415018227,103.894980032554"
LiHo ,Rivervale Mall Rivervale Crescent #1-4A Singapore 545082,"1.39219777633908,103.904471602179"
LiHo ,The Shoppes at Marina Bay Sands Bayfront Avenue #1-72 Singapore 18956,"1.28233335098226,103.858308388607"
LiHo ,One Raffles Place Raffles Place #B1-10 Singapore 48616,"1.28433993485695,103.850982351781"
LiHo ,Far East Square Amoy Street #1-2 Singapore 49964,"1.28315430210438,103.848227222518"
LiHo ,Asia Square Tower 2 Marina View #2-8 Singapore 18961,"1.27830729144644,103.850795186495"
LiHo ,Capitol Piazza Stamford Road #B2-31 Singapore 178905,"1.29307884018236,103.851261983557"
LiHo ,Suntec City Mall Temasek Boulevard #3-379 Singapore 38983,"1.29487904117327,103.857675497949"
LiHo ,18 @ Tai Seng Tai Seng Street #B1-11 Singapore 539775,"1.33635648897451,103.88871577908"
LiHo ,100AM @ Amara Hotel Tras Street #1-7 Singapore 88539,"1.27493473787885,103.843500117167"
LiHo ,Tanjong Pager Center Wallich Street #B2-20 Singapore 78884,"1.27672492300406,103.845155402476"
LiHo ,Tiong Bahru Plaza Tiong Bahru Road #B1-K9 Singapore 168732,"1.28646345318687,103.826935084287"
LiHo ,Tiong Bahru Plaza 2 (L1) Tiong Bahru Road #1-155 Singapore 168732,"1.28646345318687,103.826935084287"
LiHo ,Bukit Merah Central Bukit Merah Central #1-3661 Singapore 150165,"1.28305588823226,103.816692804352"
LiHo ,Vivo City Harbourfront Walk #1-111 Singapore 98585,"1.2638958023183,103.821589254908"
LiHo ,Sentosa Beach Station Beach View #1-K9 Singapore 98604,"1.25120856794009,103.817534549181"
LiHo ,Resorts World Sentosa Sentosa Gateway #1-208 Singapore 98138,"1.25657348610591,103.819458960478"
LiHo ,Alexandra Retail Centre Alexandra Road #1-10 Singapore 119963,"1.27367657754602,103.801126950046"
LiHo ,The Central Eu Tong Sen Street #B1-25 Singapore 59817,"1.28886291658685,103.846555998876"
LiHo ,OneKM Tanjong Katong Road #2-40 Singapore 437157,"1.31469212668996,103.894480527875"
LiHo ,Suntec City Mall Temasek Boulevard #2-312 Singapore 38983,"1.29487904117327,103.857675497949"
LiHo ,Lucky Chinatown New Bridge Road #1-9 Singapore 59432,"1.28365310601513,103.843309608147"
LiHo ,Heartland Mall Kovan Hougang Street 21 #2-30 Singapore 530205,"1.35949664282738,103.885079927833"
LiHo ,AMK Hub Ang Mo Kio Ave 3 #B2-57 Singapore 569933,"1.36924891282021,103.848399227484"
LiHo ,The Central Eu Tong Seng Street #1-37 Singapore 59817,"1.28886291658685,103.846555998876"
Eight Treasures , South Bridge Road #- Singapore 58831,"1.28158701909382,103.844646049523"
Polar Puffs & Cakes ,JEM Jurong Gateway Road #B1-31 Singapore 608549,"1.33320021038331,103.743170436293"
Polar Puffs & Cakes ,Singapore Post Centre Eunos Road 8 #B1-149 Singapore 408600,"1.31885610260134,103.894067163693"
Nick Vina Artisan Bakery ,Gopeng St Gopeng street #1-54 Singapore 78877,"1.2751699988449,103.844496398072"
Nick Vina Artisan Bakery ,Tanglin Mall Tanglin Road #B1-2 Singapore 247933,"1.30484343221316,103.823852800985"
Nick Vina Artisan Bakery ,Plaza Singapura Orchard Road #B1-15 Singapore 238839,"1.3007475429726,103.845047622213"
Nick Vina Artisan Bakery ,Quayside Isle Ocean Way #1-26 Singapore 98375,"1.2477586231673,103.84192109147"
Qi Ji , Rochor Road #- Singapore 188435,"1.30091798712403,103.855247878673"
Qi Ji ,East Point Mall Simei Street 6 #1-36B Singapore 528833,"1.34270618643901,103.953024503826"
Qi Ji ,Hougang Mall Hougang Avenue 10 #1-41 Singapore 538766,"1.37231185642959,103.89366161203"
Qi Ji ,Heartland Mall Kovan Hougang Street 21 #1-133 Singapore 530205,"1.35949664282738,103.885079927833"
Qi Ji ,Marina Square Shopping Mall Raffles Boulevard #1-6 Singapore 39594,"1.29145525906521,103.857007341008"
Qi Ji ,NEX Shopping Mall Serangoon Central #3-10 Singapore 556083,"1.35043817177432,103.87170454945"
Qi Ji ,NUH Shopping Mall Lower Kent Ridge Road #1-11 Singapore 119074,"1.29395305386479,103.782709521206"
Qi Ji ,One KM Shopping Mall Tanjong Katong Road #B1-K18 Singapore 437157,"1.31469212668996,103.894480527875"
Qi Ji ,Our Tampines Hub Shopping Mall Tampines Walk #B1-K7 Singapore 528523,"1.35349615471814,103.939683594446"
Qi Ji ,Suntec City Shopping Mall Temasek Boulevard #B1-139 Singapore 38983,"1.29487904117327,103.857675497949"
Qi Ji ,The Star Vista Shopping Mall Vista Exchange Green #1-22 Singapore 138617,"1.3068488176344,103.788214531337"
Qi Ji ,Oasis Terraces Punggol Drive #1-37 Singapore 820681,"1.40287845319494,103.913195748836"
Qi Ji ,Sun Plaza Sembawang Drive #1-1 Singapore 757713,"1.44822653184261,103.819462104528"
Qi Ji ,Ang Mo Kio Hub Ang Mo Kio Avenue 3 #B2-51 Singapore 569933,"1.36924891282021,103.848399227484"
Qi Ji ,Ng Teng Fong Hospital Jurong East Street 21 #2-11 Singapore 609606,"1.33553381915144,103.743865454971"
Qi Ji ,Funan Mall North Bridge Road #B2-12 Singapore 179097,"1.29114627294634,103.849834212162"
Qi Ji ,SCC @ Harbourfront Maritime Square #1-28 Singapore 99253,"1.26206336360052,103.818625592652"
Nine Fresh Desserts Taiwan ?? ,Chinatown Point New Bridge Road #B2-43 Singapore 59413,"1.28499882771297,103.844697085395"
Nine Fresh Desserts Taiwan ?? ,Choa Chu Kang MRT Choa Chu Kang Avenue 4 #1-10 Singapore 689810,"1.38567271102513,103.744139121773"
Nine Fresh Desserts Taiwan ?? ,Compass One Sengkang Square #B1-41 Singapore 545078,"1.39209415018227,103.894980032554"
Nine Fresh Desserts Taiwan ?? ,Hougang Mall Hougang Avenue 10 #B1-K11 Singapore 538766,"1.37231185642959,103.89366161203"
Nine Fresh Desserts Taiwan ?? ,Jurong Point Jurong West Central 2 #B1-K3 Singapore 648886,"1.33983015257941,103.70646088413"
Nine Fresh Desserts Taiwan ?? ,Northpoint City Yishun Avenue 2 #B2-153 Singapore 769098,"1.42969847969485,103.835776496688"
Nine Fresh Desserts Taiwan ?? ,Paya Lebar Square Paya Lebar Road #1-49 Singapore 409051,"1.3186757503745,103.892550607124"
Nine Fresh Desserts Taiwan ?? ,Century Square Tampines Central 5 #B1-25 Singapore 529509,"1.3522780323167,103.943727696927"
Nine Fresh Desserts Taiwan ?? ,Seletar Mall Sengkang West Avenue #B1-K3 Singapore 797653,"1.39139305815613,103.876067657689"
Nine Fresh Desserts Taiwan ?? ,Sun Plaza Sembawang Drive #B1-36 Singapore 757713,"1.44822653184261,103.819462104528"
Nine Fresh Desserts Taiwan ?? ,Tiong Bahru Plaza Tiong Bahru Road #B1-K1 Singapore 168732,"1.28646345318687,103.826935084287"
Nine Fresh Desserts Taiwan ?? ,White Sands Shopping Centre Pasir Ris Central Street 3 #2-K7 Singapore 518457,"1.3724498161424,103.949715702336"
Nine Fresh Desserts Taiwan ?? ,Woodlands MRT Woodlands Avenue 2 #1-12 Singapore 738343,"1.43681962418173,103.786066806528"
Nine Fresh Desserts Taiwan ?? ,Yew Tee Point Choa Chu Kang North 6 #B1-42 Singapore 689578,"1.39730190406932,103.746558072887"
Eatzi Gourmet Bistro ,SAFRA Yishun Yishun Avenue 4 #1-V2 Singapore 768828,"1.42387759833179,103.837853672353"
Eatzi Gourmet Bistro ,Paya Lebar Square Paya Lebar Road #B1-15 Singapore 409051,"1.3186757503745,103.892550607124"
Cali @ Changi, Changi Business Park #- Singapore 486015,"1.33569683929213,103.962987025547"
LiHo ,Liang Court River Valley Road #B1-14 Singapore 179030,"1.29149019698803,103.844668942167"
LiHo ,Nanyang Technological University Nanyang Drive #- Singapore 637331,"1.34713043824892,103.680033820175"
LiHo ,Gek Poh Shopping Centre Jurong West Street 75 #1-328 Singapore 640762,"1.34874357157007,103.697732094254"
LiHo ,Junction 10 Woodlands Road #1-26 Singapore 677899,"1.38060512479732,103.760041590511"
LiHo ,Bukit Panjang Plaza Jelebu Road #1-21 Singapore 677743,"1.38051732815913,103.763961852618"
LiHo ,Causeway Point Woodlands Square #B1-K01A Singapore 738099,"1.43600784517148,103.785688739235"
LiHo ,Bukit Gombak MRT Station Bukit Batok West Avenue 5 #1-1 Singapore 659083,"1.35861158203501,103.75179091522"
LiHo ,Lot One Shoppers' Mall Choa Chu Kang Avenue 4 #B1-K30 Singapore 689812,"1.38506835667563,103.744950384161"
LiHo ,Jurong Point 1 @ NTUC Jurong West Central 2 #B1-9 Singapore 648886,"1.33983015257941,103.70646088413"
LiHo ,Jurong Point 2 Jurong West Central 3 #3-89E Singapore 648331,"1.33936402101721,103.705308192584"
LiHo ,National University of Singapore Lower Kent Ridge Road #2-8 Singapore 119077,"1.30132730954797,103.774277259655"
LiHo ,Plaza Singapura Orchard Road #B1-K7 Singapore 238839,"1.3007475429726,103.845047622213"
LiHo ,Tampines MRT Tampines Central 1 #1-24 Singapore 529538,"1.35364657681112,103.944838294195"
LiHo ,The Cathay Handy Road #1-10 Singapore 229233,"1.29918373003642,103.847789789234"
LiHo ,Admiralty Place Woodlands Avenue 6 #1-15 Singapore 731678,"1.44041529803397,103.801489472558"
LiHo ,AMK Jubilee Square Ang Mo Kio Avenue 8 #1-14 Singapore 569814,"1.37178551552207,103.847775724876"
LiHo ,Yew Tee Point Choa Chu Kang North #1-49 Singapore 689578,"1.39730190406932,103.746558072887"
LiHo ,Paya Lebar Square Paya Lebar Road #1-50 Singapore 409051,"1.3186757503745,103.892550607124"
LiHo ,Sembawang SC Sembawang Road #B1-17 Singapore 758459,"1.44176714768659,103.82449507433"
LiHo ,Burlington Square Bencoolen Street #1-53 Singapore 189649,"1.30222951547214,103.852538064724"
LiHo ,Thomson Plaza Upper Thomson Road #1-104 Singapore 574408,"1.35466901882051,103.83091978573"
LiHo ,United Square Thomson Road #B1-40 Singapore 307591,"1.31733462987408,103.843463185977"
LiHo ,Great World City Kim Seng Promenade #B1-K1 Singapore 237994,"1.29380234644512,103.83175791999"
LiHo ,Anchor Point Alexandra Road #B1-47 Singapore 159953,"1.28861468740198,103.805009965174"
Each, Woodlands Street 31 #1-287 Singapore 730302,"1.43151114459948,103.774428428987"
Each,Rivervale Mall Rivervale Crescent #1-22 Singapore 545082,"1.39219777633908,103.904471602179"
Each,West Mall Bukit Batok Central Link #1-7 Singapore 658713,"1.35018915982967,103.749021980031"
Each,Dover MRT Commonwealth Avenue West #2-2 Singapore 138677,"1.31140529111571,103.778637843435"
Each, Jurong West Avenue 1 #1-825 Singapore 640502,"1.35043774985451,103.718113767119"
Each,NTU Northspine Plaza Nanyang Avenue #1-21 Singapore 639798,"1.34676465089635,103.678818138199"
